# wavelength[um] extinction_xsection[m^2/kg] ssa g
1.160000e+01 3.846507e-01 4.867063e-02 7.185518e-04
1.160000e+01 4.855693e-01 3.849742e-02 7.181857e-04
1.170000e+01 6.749386e-01 2.676091e-02 7.059649e-04
1.180000e+01 9.352917e-01 1.866503e-02 6.940532e-04
1.180000e+01 1.168872e+00 1.493524e-02 6.940525e-04
1.190000e+01 8.527205e-01 1.982221e-02 6.827887e-04
1.200000e+01 6.098182e-01 2.684490e-02 6.718021e-04
1.210000e+01 4.144220e-01 3.821153e-02 6.607472e-04
1.210000e+01 3.074190e-01 5.151172e-02 6.607473e-04
1.220000e+01 2.302182e-01 6.655676e-02 6.499628e-04
1.230000e+01 1.850784e-01 8.012870e-02 6.394401e-04
1.240000e+01 1.412042e-01 1.016772e-01 6.291709e-04
1.240000e+01 9.187481e-02 1.562696e-01 6.291709e-04
1.250000e+01 6.568374e-02 2.116670e-01 6.191471e-04
1.260000e+01 4.957861e-02 2.713818e-01 0.000000e+00
1.270000e+01 3.921652e-02 3.324094e-01 0.000000e+00
1.270000e+01 3.123526e-02 4.173470e-01 0.000000e+00
1.280000e+01 2.377070e-02 5.306718e-01 0.000000e+00
1.290000e+01 1.964106e-02 6.225640e-01 0.000000e+00
1.300000e+01 1.824289e-02 6.498916e-01 0.000000e+00
1.310000e+01 1.795955e-02 6.402169e-01 0.000000e+00
1.320000e+01 1.773745e-02 6.288123e-01 0.000000e+00
1.320000e+01 1.956341e-02 5.692685e-01 0.000000e+00
1.330000e+01 2.106518e-02 5.129626e-01 0.000000e+00
1.340000e+01 2.315507e-02 4.528894e-01 0.000000e+00
1.350000e+01 2.682571e-02 3.794645e-01 0.000000e+00
1.360000e+01 3.280700e-02 3.008042e-01 0.000000e+00
1.370000e+01 4.123625e-02 2.324046e-01 0.000000e+00
1.380000e+01 5.644379e-02 1.649201e-01 0.000000e+00
1.390000e+01 1.079904e-01 8.374555e-02 0.000000e+00
1.400000e+01 1.458617e-01 6.024942e-02 0.000000e+00
1.410000e+01 1.491074e-01 5.719764e-02 0.000000e+00
1.420000e+01 1.228728e-01 6.737381e-02 0.000000e+00
1.430000e+01 1.094469e-01 7.343414e-02 0.000000e+00
1.440000e+01 7.804411e-03 1.000000e+00 0.000000e+00
1.450000e+01 8.909970e-02 8.520046e-02 0.000000e+00
1.460000e+01 1.136881e-01 6.496268e-02 0.000000e+00
1.470000e+01 1.328658e-01 5.408883e-02 0.000000e+00
1.480000e+01 1.543133e-01 4.525678e-02 0.000000e+00
1.490000e+01 1.969757e-01 3.451249e-02 0.000000e+00
1.500000e+01 2.295824e-01 2.887268e-02 0.000000e+00
1.510000e+01 2.449459e-01 2.639176e-02 0.000000e+00
1.530000e+01 2.165695e-01 2.840477e-02 0.000000e+00
1.540000e+01 1.458478e-01 4.121686e-02 0.000000e+00
1.550000e+01 9.744418e-02 6.038415e-02 0.000000e+00
1.560000e+01 8.165769e-02 7.054221e-02 0.000000e+00
1.580000e+01 8.137403e-02 6.737125e-02 0.000000e+00
1.590000e+01 9.478015e-02 5.656769e-02 0.000000e+00
1.600000e+01 1.175571e-01 4.447803e-02 0.000000e+00
1.610000e+01 1.265917e-01 4.022752e-02 0.000000e+00
1.630000e+01 1.081842e-01 4.473778e-02 0.000000e+00
1.640000e+01 8.495448e-02 5.551149e-02 0.000000e+00
1.650000e+01 7.831011e-02 5.877477e-02 0.000000e+00
1.670000e+01 8.164196e-02 5.372362e-02 0.000000e+00
1.680000e+01 9.888914e-02 4.330707e-02 0.000000e+00
1.700000e+01 1.375116e-01 2.970364e-02 0.000000e+00
1.710000e+01 1.548184e-01 2.573312e-02 0.000000e+00
1.720000e+01 1.214618e-01 3.204394e-02 0.000000e+00
