#optical constants for S8 aerosols, 10 um radius
#k and w from Kerber ++ (2015), g for VIS from Kerber++ (2015) and rest from PSG (hri_volcanic_afcrl_h2so4_215k), interpolated to be on one wavelength grid
#wav[um] k[m^2/kg] w(ssa) g(HG)
1.8008203081e+00 2.2090383092e+00 9.9896430033e-01 8.1070737338e-01
1.9515451270e+00 2.2226956407e+00 9.9896430033e-01 8.1876417048e-01
2.0179834740e+00 2.2287156879e+00 9.9879457796e-01 8.2231554500e-01
2.1868843867e+00 2.2481437228e+00 9.9836310631e-01 8.2435674158e-01
2.2613346168e+00 2.2567074520e+00 9.9822167100e-01 8.2525648542e-01
2.4506035011e+00 2.2749813462e+00 9.9786211129e-01 8.3627565663e-01
2.5340317773e+00 2.2830363389e+00 9.9786211129e-01 8.4113282301e-01
2.7461248323e+00 2.3015025899e+00 9.9786211129e-01 8.8247886674e-01
2.8396138283e+00 2.3096423721e+00 9.9786211129e-01 9.0070388650e-01
3.0772834492e+00 2.3279162663e+00 9.9786211129e-01 9.3977913798e-01
3.1820463998e+00 2.3359712591e+00 9.9786211129e-01 9.5700320989e-01
3.4483768965e+00 2.3548222237e+00 9.9786211129e-01 9.4814101836e-01
3.5657733419e+00 2.3631315846e+00 9.9786211129e-01 9.4423463213e-01
3.8642209653e+00 2.3819825492e+00 9.9786211129e-01 9.3900685328e-01
3.9957743944e+00 2.3902919102e+00 9.9786211129e-01 9.3670248836e-01
4.3302121887e+00 2.4083734476e+00 9.9786211129e-01 9.3392427832e-01
4.4776298099e+00 2.4163436510e+00 9.9786211129e-01 9.3269966459e-01
4.8523978746e+00 2.4351946155e+00 9.9786211129e-01 9.2847478835e-01
5.0175927705e+00 2.4435039765e+00 9.9786211129e-01 9.2661249523e-01
5.4375545834e+00 2.4621625843e+00 9.9786211129e-01 9.2597010373e-01
5.6226705377e+00 2.4703871559e+00 9.9786211129e-01 9.2568694247e-01
6.0932760692e+00 2.4896228340e+00 9.9786211129e-01 9.0595211178e-01
6.3007153872e+00 2.4981017737e+00 9.9747316420e-01 8.9725314939e-01
6.8280718264e+00 2.5157985976e+00 9.9648437500e-01 9.1612376024e-01
7.0605265104e+00 2.5235992222e+00 9.9656216442e-01 9.2444178113e-01
7.6514775199e+00 2.5480458966e+00 9.9675992226e-01 9.0262996898e-01
7.9508510969e+00 2.5604304907e+00 9.9708502137e-01 8.9158018630e-01
8.5741787325e+00 2.5972574248e+00 9.9776191229e-01 8.5251894630e-01
8.8660778306e+00 2.6145031689e+00 9.9779019935e-01 8.3422689558e-01
9.6081496346e+00 2.6604974745e+00 9.9786211129e-01 8.2140304223e-01
9.8705122074e+00 2.6767589526e+00 9.9694433842e-01 8.1686911555e-01
1.0844238158e+01 2.7485438142e+00 9.9353813893e-01 8.2781427403e-01
1.0863742396e+01 2.7499817024e+00 9.9299790306e-01 8.2803351126e-01
1.1171831881e+01 2.8107149650e+00 9.8446432232e-01 8.1618749279e-01
1.1948226058e+01 2.8423446443e+00 9.6295945854e-01 7.6740238702e-01
1.2282578921e+01 2.8559659132e+00 9.8630638809e-01 7.4639316222e-01
1.2347470982e+01 2.8586095640e+00 9.8678791301e-01 7.4231563800e-01
1.3293636242e+01 2.9281033084e+00 9.9380883585e-01 7.3699609901e-01
1.3555178337e+01 2.9440813415e+00 9.9574958231e-01 7.4322586748e-01
1.4401465519e+01 2.9957824053e+00 9.9259590366e-01 7.6338389663e-01
1.5215268705e+01 3.0406503262e+00 9.8956327621e-01 7.7323286660e-01
1.6381483472e+01 3.1049479756e+00 9.9186580878e-01 7.8734686175e-01
1.7099678681e+01 3.1343348539e+00 9.9328378761e-01 7.2493928251e-01
1.7861046351e+01 3.1654882488e+00 9.9205726443e-01 6.5878023191e-01
1.8889090574e+01 3.1881649075e+00 9.9040113937e-01 6.2389714425e-01
2.0084106886e+01 3.2145246461e+00 9.6545526661e-01 5.8334844231e-01
2.0224866867e+01 3.2148790043e+00 9.6251691294e-01 5.8718711384e-01
2.0547367075e+01 3.2156908869e+00 9.3407292093e-01 5.9598203100e-01
2.1352297817e+01 3.2177172711e+00 9.0489246624e-01 6.1793333214e-01
2.2506074373e+01 3.2206218620e+00 9.3120459102e-01 6.4939802255e-01
2.2529147085e+01 3.2201822624e+00 9.3173076923e-01 6.4792711283e-01
2.3311543600e+01 3.2052754220e+00 9.5850236078e-01 5.9804851028e-01
2.5000191919e+01 3.1731019518e+00 9.5910426881e-01 4.9039540000e-01
2.5701882281e+01 3.1436053776e+00 9.5935438190e-01 4.9039540000e-01
2.6559689104e+01 3.1075462210e+00 9.5302625493e-01 4.9039540000e-01
2.7597481201e+01 3.0639352850e+00 9.4537035853e-01 4.9039540000e-01
2.8234853997e+01 3.0371510916e+00 9.4419303034e-01 4.9039540000e-01
2.9608923070e+01 2.9761442890e+00 9.4165490779e-01 4.9039540000e-01
3.0348418528e+01 2.9286571880e+00 9.4028894291e-01 4.9039540000e-01
3.0669472016e+01 2.9080405646e+00 9.3814165143e-01 4.9039540000e-01
3.1932843213e+01 2.8419293232e+00 9.2969188741e-01 4.9039540000e-01
3.2888191208e+01 2.7761276030e+00 9.2330226485e-01 4.9039540000e-01
3.3219149909e+01 2.7533320855e+00 9.2170963968e-01 4.9039540000e-01
3.4582043014e+01 2.6705975555e+00 9.1515118432e-01 4.9039540000e-01
3.5402607680e+01 2.6152071631e+00 9.1120249847e-01 4.9039540000e-01
3.5672722353e+01 2.5969736730e+00 9.0717182983e-01 4.9039540000e-01
3.6560519590e+01 2.5230449298e+00 8.9392406196e-01 4.9039540000e-01
3.7090583271e+01 2.4706533192e+00 8.6890599427e-01 4.9039540000e-01
3.7470411690e+01 2.4331109948e+00 8.5704772536e-01 4.9039540000e-01
3.7950484542e+01 2.4038183358e+00 8.4205981851e-01 4.9039540000e-01
3.8953409237e+01 2.3426227674e+00 8.1639087859e-01 4.9039540000e-01
3.9222724325e+01 2.3362195668e+00 8.0949800532e-01 4.9039540000e-01
3.9763207723e+01 2.3233691035e+00 7.7950621704e-01 4.9039540000e-01
4.0738162302e+01 2.3001887098e+00 7.5593161825e-01 4.9039540000e-01
4.1780586820e+01 2.2754041596e+00 7.4434158478e-01 4.9039540000e-01
4.2506025035e+01 2.2564420824e+00 7.3627591380e-01 4.9039540000e-01
4.4226452252e+01 2.2114721967e+00 7.6254475245e-01 4.9039540000e-01
4.4605843737e+01 2.2015553624e+00 7.8396054537e-01 4.9039540000e-01
4.4794653909e+01 2.1924702415e+00 7.9461845336e-01 4.9039540000e-01
4.6042982196e+01 2.1324034915e+00 8.4110633752e-01 4.9039540000e-01
4.6287690502e+01 2.1206286781e+00 8.4449769906e-01 4.9039540000e-01
4.6930925151e+01 2.0448489944e+00 8.5341215436e-01 4.9039540000e-01
4.8561633087e+01 1.9724663309e+00 8.7601179669e-01 4.9039540000e-01
4.8575790160e+01 1.9718031565e+00 8.7620799662e-01 4.9039540000e-01
5.0315242208e+01 1.8903202035e+00 8.8697501995e-01 4.9039540000e-01
5.1521243573e+01 1.8453201729e+00 8.9444004023e-01 4.9039540000e-01
5.2491505847e+01 1.8091163731e+00 9.2088416803e-01 4.9039540000e-01
5.2930496983e+01 1.7879647287e+00 9.3284870382e-01 4.9039540000e-01
5.3413267313e+01 1.7647036979e+00 9.4362766256e-01 4.9039540000e-01
5.4398402907e+01 1.7647036979e+00 9.6562308204e-01 4.9039540000e-01
